"feature","cluster"
"X76569_227.2_9.929_NA","cluster3"
"X27768_381.212_4.49_NA","cluster3"
"X82560_351.288_10.604_NA","cluster3"
"X82559_311.294_10.604_Spectral Match to 14(Z)-Eicosenoic acid from NIST14;Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14","cluster3"
"X39888_252.232_5.528_NA","cluster3"
"X67825_245.078_8.855_NA","cluster3"
"X14076_346.149_3.275_NA","cluster3"
"X20069_325.128_3.827_NA","cluster3"
"X13881_256.118_3.353_NA","cluster3"
"X9584_416.155_2.787_NA","cluster3"
"X17081_311.112_3.552_NA","cluster3"
"X31558_340.175_4.688_NA;Methyl-Domoic Acid","cluster3"
"X7248_248.164_2.592_NA","cluster3"
"X20125_370.149_3.792_NA","cluster3"
"X5741_253.118_2.304_NA","cluster3"
"X20586_339.143_3.886_NA","cluster3"
"X37398_379.175_5.271_NA","cluster3"
"X5987_402.139_2.396_NA","cluster3"
"X59019_307.19_7.445_NA;NCGC00384809-01!5-[5-hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847958]","cluster3"
"X5270_310.15_2.252_NA","cluster3"
"X87985_593.597_11.508_NA","cluster3"
"X87244_593.597_11.299_NA","cluster3"
"X71293_377.232_9.346_NA","cluster3"
"X88138_553.33_11.556_NA","cluster3"
"X92375_581.398_13.069_NA","cluster3"
"X73094_373.2_9.517_NA","cluster3"
"X74801_357.205_9.742_NA","cluster3"
"X83557_394.316_10.684_NA","cluster3"
"X83348_281.21_10.7_NA","cluster3"
"X68652_454.301_8.979_NA","cluster3"
"X80070_478.316_10.328_NA","cluster3"
"X81346_497.288_10.46_NA","cluster3"
"X85980_473.326_11.015_NA","cluster3"
"X37609_263.127_5.33_NA;HYDROXYPHENYLLACTIC ACID","cluster3"
"X59390_382.222_7.546_NA","cluster3"
"X41011_325.164_5.58_NA","cluster3"
"X74342_399.216_9.695_NA","cluster3"
"X67829_331.19_8.85_NA","cluster3"
"X11476_292.154_3.007_NA","cluster3"
"X57154_480.295_7.363_NA","cluster3"
"X88468_583.411_11.677_NA","cluster3"
"X66391_239.164_8.62_NA","cluster3"
"X28650_265.143_4.572_NA","cluster3"
"X64654_307.19_8.23_NA","cluster3"
"X62268_289.179_8.179_NA","cluster3"
"X16847_400.197_3.545_NA","cluster3"
"X18391_418.171_3.579_NA","cluster3"
"X26308_384.165_4.381_NA","cluster3"
"X8610_228.17_2.684_NA","cluster3"
"X26133_356.17_4.439_NA","cluster3"
"X63907_371.184_8.254_NA","cluster3"
"X12222_356.134_3.01_NA","cluster3"
"X3466_386.144_1.671_NA","cluster3"
"X15365_326.159_3.4_NA;domoic acid CollisionEnergy:102040","cluster3"
"X3704_307.128_1.768_NA","cluster3"
"X11140_325.128_2.969_NA","cluster3"
"X19955_351.143_3.813_NA","cluster3"
"X54202_267.159_7.001_NA","cluster3"
"X14332_376.16_3.299_NA","cluster3"
"X2495_267.134_1.111_NA","cluster3"
"X3354_223.108_1.611_NA","cluster3"
"X3809_293.113_2.036_NA","cluster3"
"X28019_337.164_4.626_NA","cluster3"
"X37132_335.148_5.281_NA","cluster3"
"X13799_325.139_3.049_NA","cluster3"
"X71338_371.184_9.403_NA","cluster3"
"X5510_388.16_2.241_NA","cluster3"
"X12795_249.123_3.148_NA","cluster3"
"X10138_310.128_2.885_NA","cluster3"
"X9831_222.112_2.822_NA","cluster3"
"X2612_292.154_1.169_NA","cluster3"
"X2622_262.143_1.122_NA","cluster3"
"X10911_334.201_3.109_NA","cluster3"
"X7373_262.143_2.364_NA","cluster3"
"X90213_626.178_12.253_Polyporic acid","cluster3"
"X89678_566.212_12.089_NA","cluster3"
"X20473_358.149_3.871_NA","cluster3"
"X90234_1072.306_12.366_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster3"
"X87392_984.235_11.306_NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one","cluster3"
"X86521_1087.322_11.12_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster3"
"X86449_1073.307_11.103_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster3"
"X86495_1074.305_11.108_NA;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(E)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid","cluster3"
"X87418_1072.306_11.18_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster3"
"X14094_444.15_3.293_NA","cluster3"
"X20279_416.155_3.775_NA","cluster3"
"X35352_398.18_5.102_NA","cluster3"
"X9496_248.164_2.786_NA","cluster3"
"X28074_410.18_4.49_NA","cluster3"
"X9424_292.19_2.792_NA","cluster3"
"X18424_400.16_3.638_NA","cluster3"
"X16379_428.154_3.566_NA","cluster3"
"X15833_332.185_3.455_NA","cluster3"
"X14480_344.134_3.244_NA;Spectral Match to Nonaethylene glycol from NIST14","cluster3"
"X82802_506.347_10.749_NA","cluster3"
"X86202_550.373_10.964_NA","cluster3"
"X85776_551.375_10.985_NA","cluster3"
"X84794_487.304_10.884_NA","cluster3"
"X84520_492.331_10.825_NA","cluster3"
"X84034_618.421_10.767_NA","cluster3"
"X35476_388.196_5.151_NA","cluster3"
"X92176_784.523_12.982_SQDG(16:0/14:0); [M+NH4]+ C39H78N1O12S1","cluster3"
"X89375_1070.326_11.998_Contaminant vial septum ThermoFisher C5000-44B","cluster3"
"X6761_324.18_2.445_NA","cluster3"
"X26850_368.17_4.403_NA","cluster3"
"X26721_354.154_4.369_NA","cluster3"
"X6554_339.155_2.482_NA","cluster3"
"X32384_323.148_5.007_NA","cluster3"
"X58689_231.138_7.558_Parthenolide CollisionEnergy:102040","cluster3"
"X14602_282.133_3.259_NA","cluster3"
"X23669_223.133_4.152_NA","cluster3"
"X22696_314.159_4.021_NA;NCGC00381248-01!4-oxododecanedioic acid","cluster3"
"X3162_236.128_1.533_NA","cluster3"
"X19982_330.154_3.828_NA","cluster3"
"X6340_414.139_2.398_NA","cluster3"
"X9003_312.107_2.729_NA","cluster3"
"X8605_370.149_2.683_NA","cluster3"
"X6091_320.149_2.454_NA","cluster3"
"X24287_358.149_4.076_NA","cluster3"
"X5466_432.15_2.172_NA","cluster3"
"X16749_346.149_3.578_NA","cluster3"
"X4053_430.134_2.048_NA","cluster3"
"X6615_263.139_2.36_NA","cluster3"
"X36632_424.195_5.297_NA","cluster3"
"X56325_336.216_7.258_NA","cluster3"
"X86348_600.415_11.051_NA","cluster3"
"X86473_773.497_11.119_NA;Spectral Match to 1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine from NIST14","cluster3"
"X65458_724.441_8.482_NA","cluster3"
"X85508_641.42_10.957_NA;Fucoxanthin","cluster3"
"X85657_659.43_10.969_Massbank:MSJ00147 Fucoxanthin","cluster3"
"X86273_601.423_11.093_NA","cluster3"
"X68601_461.252_8.967_NA","cluster3"
"X27985_348.217_4.52_NA","cluster3"
"X26725_446.202_4.404_NA","cluster3"
"X21089_374.181_3.928_NA","cluster3"
"X23704_354.154_4.06_NA","cluster3"
"X8575_402.176_2.68_NA","cluster3"
"X19318_430.171_3.736_NA","cluster3"
"X24789_460.181_4.194_NA","cluster3"
"X26132_339.144_4.451_NA","cluster3"
"X25963_416.191_4.324_NA","cluster3"
"X9251_428.154_2.757_NA","cluster3"
"X32316_349.164_4.832_NA","cluster3"
"X35899_446.202_5.083_NA","cluster3"
"X3544_339.118_1.799_NA","cluster3"
"X15117_358.149_3.292_NA","cluster3"
"X25359_382.186_4.362_NA","cluster3"
"X25236_309.133_4.291_NA","cluster3"
"X3919_402.139_2.095_NA","cluster3"
"X89750_474.309_12.103_NA","cluster3"
"X87804_1087.321_11.435_NA","cluster3"
"X87824_1088.32_11.449_NA","cluster3"
"X88371_1072.306_11.702_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster3"
"X88332_1073.306_11.702_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster3"
"X87566_1086.321_11.423_NA","cluster3"
"X89404_862.285_12.007_NA","cluster3"
"X5917_344.134_2.309_NA","cluster3"
"X28216_344.17_4.407_NA","cluster3"
"X30460_283.154_4.721_NA","cluster3"
"X44210_414.212_5.735_NA","cluster3"
"X86493_429.318_11.113_NA","cluster3"
"X82651_261.242_10.62_NA","cluster3"
"X42513_382.185_5.638_NA","cluster3"
"X9277_266.102_2.76_NA","cluster3"
"X3218_307.128_1.548_NA","cluster3"
"X16929_460.182_3.55_NA","cluster3"
"X18211_279.133_3.668_NA","cluster3"
"X43765_330.242_5.857_NA","cluster3"
"X17662_416.192_3.562_NA","cluster3"
"X20128_356.17_3.773_NA","cluster3"
"X5905_238.107_2.307_NA","cluster3"
"X34338_379.175_5.012_NA","cluster3"
"X20697_383.17_3.896_NA","cluster3"
"X36563_414.212_5.172_NA","cluster3"
"X19584_341.123_3.827_NA","cluster3"
"X15643_337.128_3.417_NA","cluster3"
"X8378_388.16_2.664_NA","cluster3"
"X6785_296.185_2.595_NA","cluster3"
"X16981_330.154_3.609_NA","cluster3"
"X21830_486.197_4.093_NA","cluster3"
"X6101_374.144_2.27_NA","cluster3"
"X11012_386.144_2.96_NA","cluster3"
"X39043_472.218_5.412_NA","cluster3"
"X22144_416.192_3.996_NA","cluster3"
"X11469_444.15_3.068_NA","cluster3"
"X24933_442.207_4.242_NA","cluster3"
"X34524_430.207_5.046_NA","cluster3"
"X86197_906.258_11.071_NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one","cluster3"
"X91130_786.253_12.587_NA","cluster3"
"X91069_773.237_12.567_NA","cluster3"
"X91086_774.235_12.572_NA;(3S,4S,6aR,6bS,8R,8aR,12aS,14bR)-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-4-carboxylic acid","cluster3"
"X91205_772.236_12.571_NA;Contaminants septum vial Thermo C4000-53 and C4000-54 serie","cluster3"
"X91038_761.221_12.549_NA;2-[4-[4-[3,5-dihydroxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]phenyl]-2,5-bis(4-hydroxyphenyl)oxolan-3-yl]-2,6-dihydroxyphenyl]-6-(hydroxymethyl)oxane-3,4,5-triol","cluster3"
"X90882_759.222_12.485_Azadirachtin;2,2,6b,9,9,12a-hexamethyl-4a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-10-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-6a-carboxylic acid","cluster3"
"X91282_760.222_12.619_NA;(3S,4S,6aR,6bS,8R,8aR,12aS,14bR)-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-4-carboxylic acid","cluster3"
"X91160_757.224_12.596_NA","cluster3"
"X91100_775.234_12.577_NA;(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid","cluster3"
"X91476_758.221_12.679_Contaminants septum vial Thermo C4000-53 and C4000-54 serie;[4-[4,5-dihydroxy-6-methyl-3-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-2-(hydroxymethyl)oxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate","cluster3"
"X88481_996.308_11.701_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster3"
"X14514_339.155_3.25_NA","cluster3"
"X38121_395.17_5.375_NA","cluster3"
"X8137_263.139_2.652_NA","cluster3"
"X36315_290.211_5.196_NA","cluster3"
"X11685_250.143_3.092_NA","cluster3"
"X83143_517.314_10.668_NA","cluster3"
"X79524_326.232_10.251_NA","cluster3"
"X69884_230.248_9.162_NA","cluster3"
"X80554_353.23_10.331_NA","cluster3"
"X90428_1221.344_12.376_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster3"
"X16474_183.101_3.51_NA;3-PHENYLLACTIC ACID","cluster3"
"X90636_885.551_12.527_NA;Chlorophyll a","cluster3"
"X30888_253.143_4.757_NA","cluster3"
"X37449_398.217_5.318_NA","cluster3"
"X36893_354.191_5.248_NA","cluster3"
"X87331_468.389_11.317_NA;Spectral Match to Nonaethylene glycol from NIST14","cluster3"
"X86919_424.363_11.213_NA","cluster3"
"X86974_504.319_11.227_NA","cluster3"
"X86411_465.249_10.942_NA","cluster3"
"X87373_517.37_11.327_NA","cluster3"
"X87384_597.327_11.329_NA","cluster3"
"X88383_636.398_11.419_NA","cluster3"
"X86859_592.372_11.344_NA;Spectral Match to Undecaethylene glycol from NIST14","cluster3"
"X87521_512.415_11.323_NA;Spectral Match to Nonaethylene glycol from NIST14","cluster3"
"X87766_680.424_11.412_NA","cluster3"
"X87531_556.441_11.377_NA;Spectral Match to Decaethylene glycol from NIST14","cluster3"
"X86551_548.345_11.275_NA;Spectral Match to Decaethylene glycol from NIST14","cluster3"
"X87287_473.344_11.22_NA","cluster3"
"X87750_600.467_11.425_NA","cluster3"
"X87394_724.45_11.421_NA;Spectral Match to Decaethylene glycol tridecyl ether from NIST14","cluster3"
"X18244_214.155_3.67_NA","cluster3"
"X52578_332.188_6.803_NA","cluster3"
"X56079_257.128_7.232_NA","cluster3"
"X13566_323.16_3.264_NA","cluster3"
"X90411_1072.326_12.538_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster3"
"X91236_1071.327_12.612_NA;Contaminant vial septum ThermoFisher C5000-44B","cluster3"
"X91449_1176.208_12.565_NA;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-10-acetyloxy-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid","cluster3"
"X90574_1178.207_12.386_NA;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-10-acetyloxy-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid","cluster3"
"X89877_1177.208_12.136_NA;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-10-acetyloxy-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid","cluster3"
"X89558_1178.207_12.045_NA;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-10-acetyloxy-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid","cluster3"
"X23072_321.144_4.122_NA","cluster3"
"X38019_337.164_5.458_NA","cluster3"
"X14075_402.176_3.225_NA","cluster3"
"X31455_367.175_4.756_NA","cluster3"
"X3517_240.159_1.531_NA","cluster3"
"X19233_368.17_3.759_NA","cluster3"
"X29156_470.202_4.694_NA","cluster3"
"X2388_237.123_1.088_NA","cluster3"
"X12312_372.165_3.296_NA","cluster3"
"X18780_340.139_3.632_NA","cluster3"
"X29377_396.164_4.631_NA","cluster3"
"X11549_291.133_3.015_NA","cluster3"
"X39517_381.191_5.497_NA","cluster3"
"X9148_341.134_2.746_NA","cluster3"
"X86583_516.425_11.134_NA;Glycerol Tri-n-octanoate - 40.0 eV","cluster3"
"X11542_264.123_3.026_NA","cluster3"
"X33077_395.17_4.858_NA","cluster3"
"X59018_361.2_7.6_NA","cluster3"
"X28059_335.148_4.521_NA","cluster3"
"X28816_369.155_4.506_NA","cluster3"
"X61342_237.148_7.902_NA;2-heptylhexanedioic acid CollisionEnergy:102040","cluster3"
"X13332_337.139_3.109_NA","cluster3"
"X16037_385.149_3.465_NA","cluster3"
"X15006_374.144_3.26_NA","cluster3"
"X19975_472.181_3.868_NA","cluster3"
"X28940_346.237_4.602_NA","cluster3"
"X17738_411.164_3.622_NA","cluster3"
"X2526_339.118_1.11_NA","cluster3"
"X2563_341.134_1.113_NA","cluster3"
"X829_264.159_0.648_NA","cluster3"
"X1037_211.152_0.663_NA","cluster3"
"X864_376.212_0.655_NA","cluster3"
"X896_346.202_0.659_NA","cluster3"
"X975_318.206_0.662_NA","cluster3"
"X922_334.201_0.662_NA","cluster3"
"X878_306.206_0.657_NA","cluster3"
"X742_278.175_0.649_NA","cluster3"
"X774_280.191_0.652_NA","cluster3"
"X773_290.175_0.653_NA","cluster3"
"X804_292.19_0.654_NA","cluster3"
"X785_262.18_0.652_NA","cluster3"
"X761_248.164_0.65_NA","cluster3"
"X798_250.18_0.654_NA","cluster3"
"X950_260.165_0.663_NA","cluster3"
"X722_306.17_0.65_NA","cluster3"
"X765_265.155_0.65_NA","cluster3"
"X757_293.149_0.65_NA","cluster3"
"X586_296.185_0.647_NA","cluster3"
"X604_294.17_0.646_NA","cluster3"
"X720_320.186_0.65_NA","cluster3"
"X711_308.185_0.649_NA","cluster3"
"X439_336.181_0.644_NA","cluster3"
"X728_350.196_0.652_NA","cluster3"
"X806_281.149_0.653_NA","cluster3"
"X766_322.201_0.649_NA","cluster3"
"X470_278.139_0.641_NA","cluster3"
"X1577_268.154_0.654_NA","cluster3"
"X443_264.123_0.639_NA","cluster3"
"X569_248.128_0.64_NA","cluster3"
"X573_303.134_0.645_NA","cluster3"
"X467_311.16_0.641_NA","cluster3"
"X529_309.144_0.641_NA","cluster3"
"X741_276.159_0.647_NA","cluster3"
"X814_266.175_0.652_NA","cluster3"
"X869_254.175_0.653_NA","cluster3"
"X651_282.17_0.647_NA","cluster3"
"X676_292.154_0.645_NA","cluster3"
"X672_252.159_0.642_NA","cluster3"
"X577_262.144_0.641_NA","cluster3"
"X828_249.123_0.651_NA","cluster3"
"X364_252.123_0.633_NA","cluster3"
"X607_236.128_0.639_NA","cluster3"
"X22469_313.183_4.05_NA","cluster3"
"X22663_317.178_4.08_NA","cluster3"
"X1619_282.133_0.67_NA","cluster3"
"X21577_397.149_4.013_NA","cluster3"
"X51791_364.212_6.712_NA","cluster3"
"X79894_541.278_10.295_NA","cluster3"
"X16411_242.175_3.503_NA","cluster3"
"X77725_419.242_10.053_NA","cluster3"
"X20448_432.187_3.846_NA;Spectral Match to Nonaethylene glycol from NIST14","cluster3"
"X88428_832.24_11.618_NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one","cluster3"
"X82235_367.247_10.624_NA;2'-Hydroxy-a-naphthoflavone CollisionEnergy:102040","cluster3"
"X38280_388.196_5.386_NA","cluster3"
"X16686_355.138_3.514_NA","cluster3"
"X4034_360.129_2.054_NA","cluster3"
"X3296_341.134_1.582_NA","cluster3"
"X29827_323.148_4.663_NA","cluster3"
"X28811_279.122_4.585_NA;HYDROXYPHENYLLACTIC ACID","cluster3"
"X69563_348.216_9.001_NA","cluster3"
"X55177_463.014_7.122_NA","cluster3"
"X57062_506.963_7.354_NA","cluster3"
"X57051_508.961_7.354_NA","cluster3"
"X55199_465.011_7.125_NA","cluster3"
"X91971_772.236_12.91_NA","cluster3"
"X92151_759.222_12.973_NA","cluster3"
"X92160_758.221_12.976_Contaminants septum vial Thermo C4000-53 and C4000-54 serie;[4-[4,5-dihydroxy-6-methyl-3-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-2-(hydroxymethyl)oxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate","cluster3"
"X92143_761.221_12.966_NA","cluster3"
"X10059_414.175_2.851_NA","cluster3"
"X7874_346.149_2.594_NA","cluster3"
"X3692_369.129_1.983_NA","cluster3"
"X14142_412.159_3.213_NA","cluster3"
"X6516_322.165_2.577_NA","cluster3"
"X4079_372.129_1.944_NA","cluster3"
"X3934_277.118_1.864_NA","cluster3"
"X6524_341.134_2.488_NA","cluster3"
"X18316_249.159_3.675_NA","cluster3"
"X41573_324.253_5.671_NA","cluster3"
"X57488_352.321_7.415_NA","cluster3"
"X36106_324.253_5.192_NA","cluster3"
"X83265_249.185_10.686_NA;NCGC00179704-04_C15H24O3_2-Naphthaleneacetic acid, decahydro-8-hydroxy-4a,8-dimethyl-alpha-methylene-","cluster3"
"X30631_321.133_4.734_NA","cluster3"
"X18827_448.218_3.72_NA","cluster3"
"X17530_358.149_3.678_NA;Spectral Match to Hexaethylene glycol from NIST14","cluster3"
"X6378_432.15_2.484_NA","cluster3"
"X60699_305.174_7.766_NA","cluster3"
"X32871_326.159_4.797_NA","cluster3"
"X5324_416.155_2.206_NA","cluster3"
"X5720_291.133_2.272_NA","cluster3"
"X11575_418.171_3.017_NA","cluster3"
"X3653_320.185_1.779_NA","cluster3"
"X19491_442.17_3.946_NA","cluster3"
"X6208_293.149_2.362_NA","cluster3"
"X30178_383.17_4.696_NA","cluster3"
"X14390_330.154_3.304_NA","cluster3"
"X13531_235.144_3.221_NA","cluster3"
"X40942_339.18_5.681_NA;NCGC00384809-01!5-[5-hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847958]","cluster3"
"X13807_446.166_3.248_NA","cluster3"
"X17904_312.144_3.545_NA","cluster3"
"X77733_273.184_10.047_NA","cluster3"
"X41898_302.211_5.722_NA","cluster3"
"X92288_852.491_13.045_NA;MGDG(20:5/18:4); [M+NH4]+ C47H76N1O10","cluster3"
"X42653_279.159_5.783_NA;(4R)-3-methylidene-4-[(E)-3-methyl-4-(4-methyl-5-oxooxolan-2-yl)but-2-enyl]oxolan-2-one","cluster3"
"X1488_226.891_0.738_NA","cluster3"
"X68181_321.206_8.898_NA","cluster3"
"X23757_325.128_4.169_NA","cluster3"
"X15800_316.175_3.442_NA","cluster3"
"X8209_208.133_2.633_NA;""methyl 3-oxo-2-[(3,4,5-trimethoxyphenyl)methylene]benzo[b]furan-5-carboxylate CollisionEnergy:205060""","cluster3"
"X36600_370.186_5.177_NA","cluster3"
"X9666_376.16_2.806_NA","cluster3"
"X41767_323.185_5.686_NA","cluster3"
"X17108_446.166_3.558_NA","cluster3"
"X14905_386.181_3.309_NA","cluster3"
"X3590_311.123_1.571_NA;2'-Hydroxy-a-naphthoflavone CollisionEnergy:102040","cluster3"
"X38160_362.253_5.377_NA;Massbank:RP005403 Glycodeoxycholic acid|2-[[(4R)-4-[(3R,8R,9S,10S,12S,13R,14S,17R)-3,12-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoyl]amino]acetic","cluster3"
"X13804_246.17_3.247_NA","cluster3"
"X91191_532.351_12.606_NA","cluster3"
"X91181_488.325_12.607_NA","cluster3"
"X45733_270.242_6.037_NA","cluster3"
"X67510_401.232_8.785_NA","cluster3"
"X81812_405.263_10.541_NA","cluster3"
"X65018_373.2_8.422_NA","cluster3"
"X34371_265.143_5.055_NA","cluster3"
"X89625_566.569_12.072_NA","cluster3"
"X26596_281.138_4.352_NA;Massbank:NA000815 Artemisinin","cluster3"
"X89033_566.498_11.886_NA","cluster3"
"X88943_610.524_11.856_NA","cluster3"
"X87249_480.425_11.407_NA","cluster3"
"X86838_524.451_11.207_NA;Spectral Match to Undecaethylene glycol from NIST14","cluster3"
"X81080_267.174_10.437_NA","cluster3"
"X14539_317.113_3.318_NA","cluster3"
"X16421_325.139_3.348_NA","cluster3"
"X18040_458.165_3.639_NA","cluster3"
"X25121_351.143_4.384_NA","cluster3"
"X4334_279.133_2.074_NA","cluster3"
"X42563_398.217_5.785_NA","cluster3"
"X22681_444.186_4.069_NA","cluster3"
"X11218_340.139_2.976_NA","cluster3"
"X11084_428.154_2.979_NA","cluster3"
"X36193_470.202_5.235_NA","cluster3"
"X29648_374.181_4.655_NA","cluster3"
"X41864_249.148_5.691_NA","cluster3"
"X75280_347.221_9.763_NA","cluster3"
"X12878_293.113_3.159_NA","cluster3"
"X62448_432.237_8.048_NA","cluster3"
"X66363_338.232_8.479_NA","cluster3"
"X3879_250.143_1.861_NA","cluster3"
