row ID,row m/z,row retention time,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML Feature status,DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML Feature status,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep2.mzML Feature status,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep2.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML Feature status,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML Feature status,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML Feature status,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML Feature status,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML Feature status,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML Feature status,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML Feature status,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML Feature status,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML Feature status,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep3.mzML Feature status,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep3.mzML Feature m/z,
2889,287.0550782406904,8.2603,381,,,,,,,UNKNOWN,0,DETECTED,287.05512663988605,DETECTED,287.0551557251573,DETECTED,287.05498486685366,DETECTED,287.055112823193,DETECTED,287.0551237536334,DETECTED,287.05502433248773,DETECTED,287.0550840325947,DETECTED,287.05508409103163,DETECTED,287.05504413352634,DETECTED,287.0550290433877,DETECTED,287.05496131345603,DETECTED,287.05520813307777,
2890,469.0267811846075,8.260568,407,,,,,,,UNKNOWN,0,DETECTED,469.026932623056,DETECTED,469.02680453262707,DETECTED,469.0267095917218,DETECTED,469.0267792354597,DETECTED,469.0268843530392,DETECTED,469.026716708572,DETECTED,469.0266636163543,DETECTED,469.02682097404653,DETECTED,469.0266943830298,DETECTED,469.0267010160718,DETECTED,469.0266780415047,DETECTED,469.02698913980737,
2891,218.1904119709681,8.270472,,,,,,,,UNKNOWN,0,UNKNOWN,0,ESTIMATED,218.19046861889422,ESTIMATED,218.19027011628685,UNKNOWN,0,ESTIMATED,218.190500582024,UNKNOWN,0,DETECTED,218.19045982298522,DETECTED,218.1904075320351,DETECTED,218.19039912139624,DETECTED,218.19036061826984,DETECTED,218.1903428258611,DETECTED,218.19049850096053,
2896,308.222073455513,8.273061,,,,,,,,UNKNOWN,0,UNKNOWN,0,DETECTED,308.22212491680773,ESTIMATED,308.2220098423886,UNKNOWN,0,DETECTED,308.2221505049117,UNKNOWN,0,DETECTED,308.22206553537296,DETECTED,308.22206427543404,DETECTED,308.222059079591,DETECTED,308.2220211977211,DETECTED,308.221979826934,DETECTED,308.222185920456,
2899,336.216935405098,8.285813,,,,,,,,UNKNOWN,0,ESTIMATED,336.21700179152305,ESTIMATED,336.2169671672074,ESTIMATED,336.2168758967795,ESTIMATED,336.2170104980469,ESTIMATED,336.21702977791796,ESTIMATED,336.2169494628906,ESTIMATED,336.2168675397092,ESTIMATED,336.21689082839936,ESTIMATED,336.21679648415056,DETECTED,336.2169324696068,ESTIMATED,336.2168678154428,ESTIMATED,336.21703512950205,
2900,338.21434265644973,8.279104,439,,,,,,,UNKNOWN,0,DETECTED,338.21439740946647,DETECTED,338.21446042334196,DETECTED,338.21428836636323,DETECTED,338.21433819955416,DETECTED,338.21442277715323,DETECTED,338.214421635934,ESTIMATED,338.21436703262265,DETECTED,338.2144916646619,DETECTED,338.2142046943863,DETECTED,338.2142103334177,ESTIMATED,338.213962789006,ESTIMATED,338.21454655148904,
2903,317.0657746815304,8.282999,101,,,,,,,UNKNOWN,0,DETECTED,317.0658528904166,DETECTED,317.0658441802706,DETECTED,317.06566716311517,DETECTED,317.0657665672627,DETECTED,317.0658364186649,DETECTED,317.0657256727196,DETECTED,317.06580224129794,DETECTED,317.0657700548041,DETECTED,317.06572459390827,DETECTED,317.0657438666327,DETECTED,317.0656779923421,DETECTED,317.0658845369301,
2904,302.0421528173228,8.283231,101,,,,,,,UNKNOWN,0,DETECTED,302.04219638805307,DETECTED,302.04221060207254,DETECTED,302.0420758445505,DETECTED,302.04211532798763,DETECTED,302.04219048620797,DETECTED,302.0420552172538,DETECTED,302.04219557701043,DETECTED,302.04213934405135,DETECTED,302.0421823890545,DETECTED,302.04214554148274,DETECTED,302.0420745352129,DETECTED,302.04225255493697,
2919,408.22953586718126,8.312411,145,,,,,,,UNKNOWN,0,DETECTED,408.2294299884335,DETECTED,408.22993869233363,DETECTED,408.22928421056673,DETECTED,408.22944452035046,DETECTED,408.22945223482316,DETECTED,408.2294057202595,DETECTED,408.2295549755478,DETECTED,408.22950814137874,DETECTED,408.2293123594511,ESTIMATED,408.22888165607264,UNKNOWN,0,ESTIMATED,408.230682039776,
2925,320.2221532357234,8.321868,,,,,,,,UNKNOWN,0,ESTIMATED,320.2217712402344,ESTIMATED,320.2223718534077,ESTIMATED,320.2221157504538,UNKNOWN,0,ESTIMATED,320.2219853809472,ESTIMATED,320.2225341796875,ESTIMATED,320.2222381561185,ESTIMATED,320.2222135384487,ESTIMATED,320.2221234660777,DETECTED,320.22202137129517,DETECTED,320.2220831008663,DETECTED,320.2222275554204,
2929,411.2854725627169,8.326276,68,,,,,,,UNKNOWN,0,DETECTED,411.28555433175467,DETECTED,411.2856241779499,DETECTED,411.28533596320017,DETECTED,411.2854464971623,DETECTED,411.28555046978187,DETECTED,411.2854416145956,DETECTED,411.28563387693237,DETECTED,411.2854774161416,DETECTED,411.2853444039986,DETECTED,411.28535361107066,DETECTED,411.2853561601457,DETECTED,411.28555222986904,
2938,342.2640348902041,8.345593,159,,,,,,,UNKNOWN,0,ESTIMATED,342.2643157663879,ESTIMATED,342.264163561812,ESTIMATED,342.26367481868357,ESTIMATED,342.2638635722543,ESTIMATED,342.26402518657727,ESTIMATED,342.26434406162633,DETECTED,342.2640579764688,DETECTED,342.2639573098931,DETECTED,342.26406650699056,DETECTED,342.26389537146343,DETECTED,342.26393273393296,DETECTED,342.26412181635806,
2942,197.11725140506405,8.346687,159,,,,,,,UNKNOWN,0,DETECTED,197.11728407273424,DETECTED,197.11730495634436,DETECTED,197.11721435577726,DETECTED,197.117255266884,DETECTED,197.11725573997845,DETECTED,197.11727029894058,DETECTED,197.11729924495597,DETECTED,197.11725063229594,DETECTED,197.11723436815964,DETECTED,197.1171722683222,DETECTED,197.11718554318708,DETECTED,197.11729011318897,
2943,360.2744938961919,8.347741,159,,,,,,,UNKNOWN,0,DETECTED,360.27452604807837,DETECTED,360.27461158286303,DETECTED,360.27439235892734,DETECTED,360.2744565119596,DETECTED,360.27451067895146,DETECTED,360.2745194337276,DETECTED,360.2746426236025,DETECTED,360.27448189493487,DETECTED,360.27442438836476,DETECTED,360.27437581548145,DETECTED,360.27438726511303,DETECTED,360.2745981522994,
2950,536.3583103140052,8.362621,,,,,,,,UNKNOWN,0,ESTIMATED,536.3583582745997,ESTIMATED,536.3585741956693,DETECTED,536.358314918793,DETECTED,536.3579878201919,DETECTED,536.3584601786831,ESTIMATED,536.3582905350073,DETECTED,536.3584550606784,DETECTED,536.3583679786927,DETECTED,536.3583221043085,DETECTED,536.3582081227263,DETECTED,536.3579294939074,DETECTED,536.358455084804,
2953,347.2247585642912,8.373315,206,,,,,,,UNKNOWN,0,ESTIMATED,347.224891707751,ESTIMATED,347.22480065443364,DETECTED,347.2246157261751,ESTIMATED,347.2247703854941,DETECTED,347.2245979986242,DETECTED,347.22471207718434,DETECTED,347.2249711695211,DETECTED,347.2246758375313,DETECTED,347.22473858207235,DETECTED,347.224624286112,DETECTED,347.2246459630444,DETECTED,347.2250583835504,
2972,295.1174870534172,8.383417,,,,,,,,UNKNOWN,0,ESTIMATED,295.11772509459814,ESTIMATED,295.1177232987096,ESTIMATED,295.1175828777395,ESTIMATED,295.11759567869285,ESTIMATED,295.11772690634365,ESTIMATED,295.11759540989425,ESTIMATED,295.11783981325505,ESTIMATED,295.1175185146426,ESTIMATED,295.11774162632133,DETECTED,295.11684818233994,DETECTED,295.117166696399,DETECTED,295.11678054207044,
2975,283.1540491441597,8.393939,289,,,,,,,UNKNOWN,0,DETECTED,283.1540874622461,DETECTED,283.15409510694803,DETECTED,283.1539318513563,DETECTED,283.15402837904804,DETECTED,283.1540608486729,DETECTED,283.1540637858129,DETECTED,283.15413492503524,DETECTED,283.154089347528,DETECTED,283.1540264234876,DETECTED,283.15400608869356,DETECTED,283.15391299826103,DETECTED,283.1541525128267,
2984,237.14855885808598,8.4168215,,,,,,,,UNKNOWN,0,DETECTED,237.14869059666222,DETECTED,237.14864030060141,DETECTED,237.1484729348456,DETECTED,237.14858429837312,DETECTED,237.14857014551308,DETECTED,237.1485678300254,DETECTED,237.14869040718364,DETECTED,237.1485350585828,DETECTED,237.1485723328398,ESTIMATED,237.1483788052081,ESTIMATED,237.14836214603218,ESTIMATED,237.14864144116427,
2986,163.03893823461792,8.422804,,,,,,,,UNKNOWN,0,DETECTED,163.03901498893785,DETECTED,163.0389830528529,DETECTED,163.03887035718654,DETECTED,163.03895967486935,DETECTED,163.03890910162522,DETECTED,163.03892594986448,DETECTED,163.03900078602754,DETECTED,163.03893932782918,DETECTED,163.03894266450618,DETECTED,163.03886052331944,DETECTED,163.03886912795406,DETECTED,163.03898326044205,
2991,673.3691918647393,8.438776,151,,,,,,,UNKNOWN,0,ESTIMATED,673.3692291596316,DETECTED,673.36925723429,DETECTED,673.3686297960805,DETECTED,673.3693490900876,DETECTED,673.3692256893926,ESTIMATED,673.3690097189249,DETECTED,673.369369272867,DETECTED,673.3691850434828,DETECTED,673.3694318532673,DETECTED,673.369330301417,DETECTED,673.3689868852325,DETECTED,673.3692983321971,
2993,294.2429336038644,8.445502,151,,,,,,,UNKNOWN,0,DETECTED,294.24316449234055,DETECTED,294.2430327947116,DETECTED,294.24271890467725,DETECTED,294.2429886709261,DETECTED,294.2428890207179,DETECTED,294.24284100298837,DETECTED,294.24310182829157,DETECTED,294.24288312045934,DETECTED,294.242905091037,DETECTED,294.24283508659545,DETECTED,294.2428517584911,DETECTED,294.24299147513676,
3005,222.07618716207196,8.476563,,,,,,,,UNKNOWN,0,ESTIMATED,222.07641735852408,ESTIMATED,222.07598561369667,ESTIMATED,222.0760955810547,ESTIMATED,222.07631294791523,ESTIMATED,222.076171875,ESTIMATED,222.07616137646085,ESTIMATED,222.07628592552618,ESTIMATED,222.07613252320562,ESTIMATED,222.07627498337038,DETECTED,222.07612192325632,DETECTED,222.07604631753438,DETECTED,222.07623951931907,
3009,309.1325296596896,8.49773,,,,,,,,UNKNOWN,0,ESTIMATED,309.1323949621202,ESTIMATED,309.13237966426595,ESTIMATED,309.1320895179054,DETECTED,309.13233183305834,DETECTED,309.1325833659057,DETECTED,309.13231448338365,DETECTED,309.1327458858283,DETECTED,309.13264959233925,DETECTED,309.1323111223074,DETECTED,309.1329242816327,ESTIMATED,309.1322881616655,DETECTED,309.13334304586255,
3011,237.11225043904733,8.50077,,,,,,,,UNKNOWN,0,DETECTED,237.11236231429248,DETECTED,237.11233203237174,ESTIMATED,237.11217579927916,ESTIMATED,237.11225386689208,DETECTED,237.11228726055654,ESTIMATED,237.11223779150913,ESTIMATED,237.11223687347007,DETECTED,237.11221182030957,ESTIMATED,237.11220185525417,ESTIMATED,237.11218793604158,ESTIMATED,237.11213290605448,DETECTED,237.112384812537,
3017,177.09101543194583,8.508364,,,,,,,,UNKNOWN,0,DETECTED,177.09108557032866,ESTIMATED,177.09110618817874,ESTIMATED,177.09098949056727,ESTIMATED,177.0910075658238,ESTIMATED,177.0910178955895,ESTIMATED,177.09101907550587,ESTIMATED,177.0910188004732,DETECTED,177.09099965008434,DETECTED,177.09095645810328,ESTIMATED,177.09093877148146,ESTIMATED,177.09096070278582,DETECTED,177.09108501442842,
3023,295.2170428970983,8.514146,318,,,,,,,UNKNOWN,0,DETECTED,295.21707590577705,DETECTED,295.21711193017603,DETECTED,295.2169837397506,DETECTED,295.21703214763147,DETECTED,295.2171279548862,DETECTED,295.21698861249615,ESTIMATED,295.21708104793873,DETECTED,295.21681597295844,DETECTED,295.2169897444273,DETECTED,295.21695666520424,ESTIMATED,295.2170558682647,DETECTED,295.2172951756681,
3026,153.09099757772745,8.525325,,,,,,,,UNKNOWN,0,DETECTED,153.09105910869727,DETECTED,153.09106494426746,DETECTED,153.090962301078,DETECTED,153.0910108400106,DETECTED,153.0909951888405,DETECTED,153.09097597552523,DETECTED,153.0909773924325,DETECTED,153.09098108716978,DETECTED,153.09097346564374,DETECTED,153.09093493332327,DETECTED,153.09092929090085,DETECTED,153.09110640484042,
3028,221.11734485372654,8.529183,,,,,,,,UNKNOWN,0,DETECTED,221.11742867601075,DETECTED,221.117405285942,DETECTED,221.1172872244677,DETECTED,221.11735746279092,DETECTED,221.1173838697129,DETECTED,221.11734477668412,DETECTED,221.117350133939,DETECTED,221.11731957124283,DETECTED,221.11733327061614,ESTIMATED,221.11725207743658,ESTIMATED,221.117225250293,DETECTED,221.11745064558252,
3031,175.1117716105048,8.531329,,,,,,,,UNKNOWN,0,ESTIMATED,175.11185320771057,ESTIMATED,175.11180582793835,ESTIMATED,175.111742742992,UNKNOWN,0,ESTIMATED,175.1117905148539,ESTIMATED,175.11171102245896,ESTIMATED,175.1117503197617,ESTIMATED,175.11178087930887,ESTIMATED,175.1117639997721,ESTIMATED,175.11174230532396,ESTIMATED,175.11168323828974,DETECTED,175.11186365714286,
3032,219.1016966828821,8.527303,,,,,,,,UNKNOWN,0,ESTIMATED,219.1018406289371,ESTIMATED,219.10172643555902,ESTIMATED,219.10164592204836,ESTIMATED,219.10174429086698,ESTIMATED,219.10170832090753,ESTIMATED,219.1016746419849,ESTIMATED,219.10166644296436,DETECTED,219.10165286234692,DETECTED,219.1016925734015,DETECTED,219.10160710154403,DETECTED,219.1016143786362,DETECTED,219.1017865953883,
3040,522.3428294083911,8.559883,,,,,,,,UNKNOWN,0,DETECTED,522.3427876568592,DETECTED,522.3430674913252,DETECTED,522.3426784683045,DETECTED,522.34296780253,DETECTED,522.3428022765262,DETECTED,522.3429759115228,DETECTED,522.342698073854,DETECTED,522.3427673839834,DETECTED,522.3426579983961,DETECTED,522.3426481939889,DETECTED,522.3427169942346,DETECTED,522.3431846491701,
3041,426.3002687073537,8.568377,,,,,,,,UNKNOWN,0,DETECTED,426.30026718023925,ESTIMATED,426.3004386871719,DETECTED,426.3001113117327,ESTIMATED,426.30038085292955,DETECTED,426.30033684711293,DETECTED,426.30038347001096,DETECTED,426.300180549509,DETECTED,426.30038575877285,DETECTED,426.3001381447378,DETECTED,426.3001359783529,DETECTED,426.3000656042107,DETECTED,426.3004001034632,
3055,440.27973136086734,8.607911,19,,,,,,,UNKNOWN,0,DETECTED,440.2797457644489,DETECTED,440.2798505424052,DETECTED,440.2797045428382,DETECTED,440.2798133094376,DETECTED,440.2797032342636,DETECTED,440.27977402033366,DETECTED,440.2795844217025,DETECTED,440.2797225571908,DETECTED,440.2796167514194,DETECTED,440.2796590788184,DETECTED,440.27954067581584,DETECTED,440.28006143173377,
3061,425.3110374900059,8.624407,19,49,[M+H]+,,3,3061;3062;3066,424.3039,UNKNOWN,0,DETECTED,425.31112370608594,DETECTED,425.31112701588216,DETECTED,425.31116873293206,DETECTED,425.3110014778667,DETECTED,425.3110436375508,DETECTED,425.3109564505801,DETECTED,425.31093533723686,DETECTED,425.3112023397608,DETECTED,425.31084207951983,DETECTED,425.3108626005767,DETECTED,425.3108969050365,DETECTED,425.311289597043,
3062,442.3377097816752,8.628611,19,49,[M+NH4]+,,3,3061;3062;3066,424.3039,ESTIMATED,442.33795166015625,DETECTED,442.33765900618414,DETECTED,442.3377685742181,DETECTED,442.3377898808478,DETECTED,442.3377330321934,DETECTED,442.33768088761906,DETECTED,442.3377328395534,DETECTED,442.3376198187312,DETECTED,442.33768748861775,DETECTED,442.33764635598413,DETECTED,442.3375235158,DETECTED,442.3375378661987,DETECTED,442.3378962356722,
3066,447.2933754820962,8.635768,19,49,[M+Na]+,,3,3061;3062;3066,424.3039,UNKNOWN,0,DETECTED,447.29331281546166,DETECTED,447.2932642846384,DETECTED,447.293190193189,DETECTED,447.29361325348316,DETECTED,447.2934924213319,DETECTED,447.29314191195283,ESTIMATED,447.29329128302425,DETECTED,447.2935641301187,ESTIMATED,447.29326328244747,DETECTED,447.29312639779914,ESTIMATED,447.29342643312145,DETECTED,447.29381937858585,
3073,428.25640892469227,8.650684,294,,,,,,,UNKNOWN,0,DETECTED,428.2564268529342,DETECTED,428.25647470412696,DETECTED,428.2564017709217,DETECTED,428.2564523213684,DETECTED,428.25644513941126,DETECTED,428.2564844181711,DETECTED,428.25631982083166,DETECTED,428.25639173106083,DETECTED,428.25628356340394,UNKNOWN,0,UNKNOWN,0,UNKNOWN,0,
3074,490.31658721138206,8.657458,294,,,,,,,UNKNOWN,0,DETECTED,490.3165723900531,DETECTED,490.3166808305721,DETECTED,490.3165527776505,DETECTED,490.3166735134843,DETECTED,490.3165921763598,DETECTED,490.31662282107624,DETECTED,490.31648753715336,DETECTED,490.316544713564,DETECTED,490.3164520459107,DETECTED,490.316454064129,DETECTED,490.3164611791334,DETECTED,490.3169524874989,
3078,299.11114632498925,8.672669,294,,,,,,,UNKNOWN,0,DETECTED,299.1106817686013,DETECTED,299.1107539014826,DETECTED,299.1107648642917,DETECTED,299.1106737283635,DETECTED,299.11058592036136,DETECTED,299.1106406493113,DETECTED,299.1108204471919,DETECTED,299.11082420620215,DETECTED,299.11075782165324,ESTIMATED,299.11234429980505,ESTIMATED,299.11245771596236,ESTIMATED,299.1124505766443,
3091,408.2298026833387,8.695199,52,,,,,,,UNKNOWN,0,DETECTED,408.2301375342329,DETECTED,408.23007191573083,DETECTED,408.22988538487306,DETECTED,408.2301799245052,DETECTED,408.2299643810543,DETECTED,408.2300069592812,DETECTED,408.2299751008638,DETECTED,408.22995428241154,DETECTED,408.229955426126,ESTIMATED,408.22897996789357,ESTIMATED,408.22919642381436,ESTIMATED,408.2293248992782,
3093,422.2452034365249,8.697883,52,,,,,,,UNKNOWN,0,DETECTED,422.2453372838169,DETECTED,422.24537710807124,DETECTED,422.2445894299095,ESTIMATED,422.245408511723,DETECTED,422.24513983658363,DETECTED,422.24489126915387,DETECTED,422.24503222547156,DETECTED,422.24517351943086,DETECTED,422.245069996788,DETECTED,422.24545004570746,DETECTED,422.24515020310713,DETECTED,422.2458218085347,
3096,410.2279377482673,8.698404,52,,,,,,,UNKNOWN,0,DETECTED,410.2281828435362,DETECTED,410.22783343443257,ESTIMATED,410.2280150825288,DETECTED,410.22789136351537,DETECTED,410.22773737623635,ESTIMATED,410.22774554687237,DETECTED,410.2280658090864,DETECTED,410.22796841829546,DETECTED,410.2277629752141,UNKNOWN,0,UNKNOWN,0,ESTIMATED,410.22817463295587,
3097,237.11014100142177,8.705161,52,,,,,,,UNKNOWN,0,DETECTED,237.11033324692497,DETECTED,237.10996501996388,DETECTED,237.1099576449612,DETECTED,237.11049110498067,DETECTED,237.11007776758467,DETECTED,237.10992174169317,DETECTED,237.11013185407165,DETECTED,237.10991446550915,DETECTED,237.1102581376903,DETECTED,237.11055278295322,ESTIMATED,237.11001226177623,ESTIMATED,237.11007598895222,
3098,570.1662197144785,8.711572,52,50,[M+NH4]+,,2,3098;3100,552.1325,UNKNOWN,0,DETECTED,570.1656045330045,ESTIMATED,570.166443776291,ESTIMATED,570.1663881409443,ESTIMATED,570.1664798372364,DETECTED,570.1661279459275,DETECTED,570.1664432472745,ESTIMATED,570.1664232721155,DETECTED,570.1661895393617,DETECTED,570.166051273664,DETECTED,570.1661224226104,DETECTED,570.1658733433674,DETECTED,570.1664892419458,
3100,575.1218337482117,8.711572,52,50,[M+Na]+,,2,3098;3100,552.1325,UNKNOWN,0,ESTIMATED,575.1218683846367,ESTIMATED,575.1218326378998,ESTIMATED,575.1215178540784,ESTIMATED,575.1220479110426,ESTIMATED,575.1216179706588,ESTIMATED,575.1218700487868,DETECTED,575.1219516324406,DETECTED,575.1218223376387,DETECTED,575.1219622346034,ESTIMATED,575.1219856546955,DETECTED,575.1215884206674,DETECTED,575.1219398913911,
3106,460.2828477750534,8.737559,58,,,,,,,UNKNOWN,0,DETECTED,460.28273326006615,ESTIMATED,460.28278759599533,DETECTED,460.2830516037491,DETECTED,460.2830946186588,ESTIMATED,460.28286971994015,DETECTED,460.28275216401386,DETECTED,460.2828046993362,DETECTED,460.2827924319627,DETECTED,460.28278123100046,DETECTED,460.2828252382868,DETECTED,460.28258515994213,DETECTED,460.2830955776889,
3108,270.1385430521426,8.741819,,,,,,,,DETECTED,270.1385430521426,UNKNOWN,0,UNKNOWN,0,UNKNOWN,0,UNKNOWN,0,UNKNOWN,0,UNKNOWN,0,UNKNOWN,0,UNKNOWN,0,UNKNOWN,0,UNKNOWN,0,UNKNOWN,0,UNKNOWN,0,
3109,358.2377352921225,8.74198,58,,,,,,,UNKNOWN,0,DETECTED,358.2377596871774,DETECTED,358.23774420764613,DETECTED,358.2377304117376,DETECTED,358.2378901382086,DETECTED,358.2376621930853,DETECTED,358.23766840134095,DETECTED,358.2376619424915,DETECTED,358.2377048650643,DETECTED,358.2376879862802,DETECTED,358.23772617843673,DETECTED,358.23753822875716,DETECTED,358.23804926524326,
3110,267.1212320397405,8.74913,58,,,,,,,UNKNOWN,0,DETECTED,267.1208315230229,DETECTED,267.12093295505457,ESTIMATED,267.1209303429395,ESTIMATED,267.1210505972056,DETECTED,267.1211113840792,DETECTED,267.120838925319,DETECTED,267.12155012102477,ESTIMATED,267.120967593867,DETECTED,267.12079692462635,DETECTED,267.1217793964676,DETECTED,267.1219127284237,DETECTED,267.1220819848558,
3111,181.085880840905,8.74913,58,,,,,,,UNKNOWN,0,DETECTED,181.08589978617343,DETECTED,181.08585488499557,DETECTED,181.0858441190571,DETECTED,181.0859449194142,DETECTED,181.0858868342641,DETECTED,181.08587117641184,DETECTED,181.0858775655744,DETECTED,181.0858449479766,DETECTED,181.0858588734971,DETECTED,181.0858847710556,DETECTED,181.0857891415603,DETECTED,181.0860130708793,
3115,238.14382356618694,8.755466,58,,,,,,,UNKNOWN,0,DETECTED,238.14381265681757,DETECTED,238.14382489130773,DETECTED,238.14380595884174,DETECTED,238.14389723837692,DETECTED,238.1438488596306,DETECTED,238.1437668514689,DETECTED,238.14377069528453,DETECTED,238.14379745479437,DETECTED,238.14378249063816,DETECTED,238.14388583642446,DETECTED,238.1436881558908,DETECTED,238.1440017047675,
3117,239.12785502755287,8.759117,,,,,,,,UNKNOWN,0,DETECTED,239.12789928275535,DETECTED,239.12785706293766,DETECTED,239.12781742969727,DETECTED,239.12794741402735,DETECTED,239.12787967344977,DETECTED,239.12779320579563,DETECTED,239.12782364786045,DETECTED,239.12782396994652,DETECTED,239.12783120670525,DETECTED,239.12778079580391,DETECTED,239.1277676990441,DETECTED,239.12803894261177,
3119,370.25909618813733,8.761203,,,,,,,,UNKNOWN,0,ESTIMATED,370.2592064566636,DETECTED,370.2590594520535,DETECTED,370.2590035653141,ESTIMATED,370.2591773223562,DETECTED,370.25919252155325,ESTIMATED,370.2592313188775,ESTIMATED,370.2589815948623,DETECTED,370.2590757712379,DETECTED,370.25896406308095,DETECTED,370.2590199442295,DETECTED,370.2589543032011,DETECTED,370.2592879442181,
3128,368.16972426587864,8.778508,150,,,,,,,UNKNOWN,0,ESTIMATED,368.16973079910684,DETECTED,368.16958607234625,ESTIMATED,368.16938623662173,ESTIMATED,368.17001641534046,ESTIMATED,368.169738465679,ESTIMATED,368.1695508951822,ESTIMATED,368.16981785249936,ESTIMATED,368.16956600810346,ESTIMATED,368.16957638177774,DETECTED,368.1698955221475,DETECTED,368.1696388324286,DETECTED,368.1701877093108,
3131,330.24287696116016,8.784808,150,,,,,,,UNKNOWN,0,DETECTED,330.2429523610835,DETECTED,330.2428574737469,DETECTED,330.2427604251143,DETECTED,330.2429906004439,DETECTED,330.24292251658,DETECTED,330.2428560515959,DETECTED,330.2428605746255,DETECTED,330.2428548518608,DETECTED,330.24280572750484,DETECTED,330.2428219916707,DETECTED,330.2427541054923,DETECTED,330.2430868542034,
3136,250.14388298407377,8.790349,150,,,,,,,UNKNOWN,0,DETECTED,250.14397677556607,DETECTED,250.14386576710413,DETECTED,250.14381015576993,DETECTED,250.1439907629941,DETECTED,250.1439068762607,DETECTED,250.14386297497185,DETECTED,250.14385717246452,DETECTED,250.14381311269335,DETECTED,250.1437712739144,DETECTED,250.14393385615068,DETECTED,250.14376683036141,ESTIMATED,250.14404025063405,
3144,221.11731078339702,8.828879,,,,,,,,UNKNOWN,0,ESTIMATED,221.11739529808628,ESTIMATED,221.1172706756382,ESTIMATED,221.11724112825436,ESTIMATED,221.11741210556895,ESTIMATED,221.11737550231254,ESTIMATED,221.1172634127206,DETECTED,221.11726711548042,ESTIMATED,221.11727273857434,DETECTED,221.11728494351092,ESTIMATED,221.11728785777188,ESTIMATED,221.11725912770817,ESTIMATED,221.11739949513773,
3147,407.32700433085364,8.834116,,,,,,,,UNKNOWN,0,DETECTED,407.3272206015266,DETECTED,407.32692076081946,DETECTED,407.3268382072423,DETECTED,407.32716991893227,DETECTED,407.3271587614645,DETECTED,407.32709435757215,DETECTED,407.32699869304867,DETECTED,407.3268825005212,DETECTED,407.3268919071029,DETECTED,407.3267923055861,DETECTED,407.32683431555535,DETECTED,407.32724964087214,
3148,308.22221976729764,8.831021,,,,,,,,UNKNOWN,0,UNKNOWN,0,ESTIMATED,308.22273068036077,ESTIMATED,308.22200607125626,UNKNOWN,0,ESTIMATED,308.2225945228381,UNKNOWN,0,DETECTED,308.2220301702989,DETECTED,308.2222043812228,ESTIMATED,308.22206875604854,DETECTED,308.22202664596966,DETECTED,308.2220191507154,DETECTED,308.2222975269683,
3159,223.1329392892923,8.849529,,,,,,,,UNKNOWN,0,ESTIMATED,223.13296239745242,ESTIMATED,223.13289309202565,ESTIMATED,223.13283487481104,ESTIMATED,223.13303971516882,ESTIMATED,223.13294749522288,ESTIMATED,223.13295767174387,ESTIMATED,223.1329139533757,ESTIMATED,223.13295544757383,ESTIMATED,223.13292468111638,DETECTED,223.13287269918143,DETECTED,223.1329223890508,DETECTED,223.1330470547849,
