,Feature,Importance,Mean Decrease Accuracy,Std Decrease Accuracy
8426,X89468_747.522_12.14_nan,9.499158557746511e-05,0.0,0.0
246,X1684_206.118_0.854_nan,9.489085952662257e-05,0.0,0.0
3693,X48645_387.235_6.367_nan,9.483159140324638e-05,0.0,0.0
7080,X79671_602.353_10.27_nan,9.474376197134504e-05,0.0,0.0
4181,X54079_407.206_7.006_nan,9.467501518449217e-05,0.0,0.0
5991,X69914_191.106_9.171_nan,9.463912099066336e-05,0.0,0.0
6514,X74539_333.18_9.721_nan,9.462716451956164e-05,0.0,0.0
8716,X90814_986.234_12.464_nan,9.461309989021307e-05,0.0,0.0
1612,X17314_269.102_3.547_nan;GA1 CollisionEnergy:102040,9.460177140824091e-05,0.0,0.0
4779,X59562_358.274_7.69_nan,9.458251200710862e-05,0.0,0.0
1419,X14543_416.155_3.291_nan,9.457811374528923e-05,0.0,0.0
637,X4149_308.185_2.043_nan,9.451920410848063e-05,0.0,0.0
8061,X87757_587.06_11.432_nan,9.447421428740861e-05,0.0,0.0
2743,X35498_425.18_5.23_nan,9.443541098172403e-05,0.0,0.0
2373,X29266_327.143_4.622_nan,9.439358116994094e-05,0.0,0.0
6533,X74698_291.195_9.734_nan,9.437937666248164e-05,0.0,0.0
6218,X71896_394.258_9.416_nan,9.429556990691963e-05,0.0,0.0
3145,X41830_218.139_5.691_nan,9.42445203955193e-05,0.0,0.0
2124,X25111_346.222_4.234_nan,9.423800001714288e-05,0.0,0.0
3318,X44374_221.117_5.91_nan,9.422360782311154e-05,0.0,0.0
7536,X83531_372.347_10.719_nan,9.421555016358926e-05,0.0,0.0
5467,X65642_291.195_8.448_nan,9.420612225138644e-05,0.0,0.0
3474,X46389_325.164_6.182_nan,9.415932085503395e-05,0.0,0.0
5278,X64222_484.956_8.295_nan,9.397600454529594e-05,0.0,0.0
8495,X89756_700.253_12.102_nan,9.389636767059048e-05,0.0,0.0
1351,X13801_322.165_3.248_nan,9.387864307111232e-05,0.0,0.0
2777,X36196_400.29_5.211_nan,9.387241436473402e-05,0.0,0.0
5329,X64620_253.179_8.323_nan,9.384848316083731e-05,0.0,0.0
1296,X12946_321.144_3.18_nan,9.375015046734964e-05,0.0,0.0
4762,X59354_419.206_7.58_nan,9.37279850609546e-05,0.0,0.0
6511,X74531_353.268_9.799_nan,9.369841494545244e-05,0.0,0.0
4440,X56510_366.19_7.162_nan,9.365898142720641e-05,0.0,0.0
6776,X76744_229.086_9.944_nan,9.361171516950079e-05,0.0,0.0
1432,X14917_322.201_3.444_nan,9.355489479774334e-05,0.0,0.0
4492,X56879_382.222_7.332_nan,9.348864560412986e-05,0.0,0.0
127,X805_335.168_0.64_nan,9.348294714938544e-05,0.0,0.0
1350,X13799_325.139_3.049_nan,9.345471075312548e-05,0.0,0.0
5840,X68652_454.301_8.979_nan,9.339264439338071e-05,0.0,0.0
3198,X42626_391.175_5.754_nan,9.33610857570839e-05,0.0,0.0
1887,X21566_460.238_3.968_nan,9.329420854597277e-05,0.0,0.0
7953,X87189_699.595_11.319_nan,9.329299521082595e-05,0.0,0.0
8414,X89426_1250.374_12.019_nan,9.326875107781203e-05,0.0,0.0
5415,"X65208_390.218_8.442_nan;5-(3-furan-2-yl-acryloyl)-2,2-dimethyl-4,6-dioxo-cyclohexanecarboxylic acid methyl ester",9.326409915153394e-05,0.0,0.0
2182,X26132_339.144_4.451_nan,9.32585837061662e-05,0.0,0.0
8779,X91116_1161.34_12.583_nan,9.324714876394448e-05,0.0,0.0
265,X1872_268.104_0.88_Spectral Match to Adenosine from NIST14,9.323687720031335e-05,0.0,0.0
6986,X78764_389.267_10.169_nan,9.32345317081396e-05,0.0,0.0
8446,X89548_1175.356_12.042_nan,9.319366600301745e-05,0.0,0.0
7126,X80057_433.273_10.31_nan,9.318257247175468e-05,0.0,0.0
4629,X58217_570.379_7.504_nan,9.304898240357427e-05,0.0,0.0
4755,X59299_449.216_7.633_nan,9.301277011563738e-05,0.0,0.0
3114,X41494_311.148_5.665_nan,9.300322135734327e-05,0.0,0.0
3831,X50175_440.3_6.528_nan,9.299911663130125e-05,0.0,0.0
7745,X85671_694.495_10.976_nan;DG(20:4_18:0),9.294469418160461e-05,0.0,0.0
3666,X48314_291.158_6.326_nan,9.290538448591974e-05,0.0,0.0
2260,X27392_324.228_4.462_nan,9.284045606863296e-05,0.0,0.0
2893,X37913_556.347_5.345_nan,9.276994893262449e-05,0.0,0.0
5728,X67710_277.179_8.823_nan;Octinoxate,9.273448525458384e-05,0.0,0.0
3454,X46064_321.226_6.081_nan,9.26951104743383e-05,0.0,0.0
6034,X70263_209.153_9.212_nan,9.264835788155627e-05,0.0,0.0
3876,X50703_337.237_6.599_nan,9.250011532128137e-05,0.0,0.0
6077,X70593_308.162_9.26_nan,9.242962962525886e-05,0.0,0.0
5776,X68090_295.19_8.882_nan,9.237003611402357e-05,0.0,0.0
5835,X68601_461.252_8.967_nan,9.23317226254063e-05,0.0,0.0
2276,X27659_369.038_4.487_nan,9.232999987487261e-05,0.0,0.0
6579,X75053_515.262_9.774_nan,9.230986014511476e-05,0.0,0.0
2786,X36315_290.211_5.196_nan,9.230675991222902e-05,0.0,0.0
8102,X87988_363.077_11.595_nan,9.22821325685757e-05,0.0,0.0
7368,X82146_557.346_10.559_nan,9.22611749121976e-05,0.0,0.0
6883,X77698_548.268_10.036_nan,9.219620188335993e-05,0.0,0.0
6272,X72460_303.195_9.552_nan,9.213484334008732e-05,0.0,0.0
3245,X43339_197.117_5.821_nan,9.213319230100668e-05,0.0,0.0
9022,X92216_1295.364_12.987_nan;Contaminant vial septum ThermoFisher C5000-44B,9.206400747439971e-05,0.0,0.0
430,X2795_280.154_1.403_nan,9.198013975683859e-05,0.0,0.0
2878,X37708_432.187_5.253_nan,9.192210740437339e-05,0.0,0.0
9070,X92362_330.242_13.074_nan,9.192073793817777e-05,0.0,0.0
3067,X40712_470.202_5.65_nan,9.191651694933583e-05,0.0,0.0
5857,X68752_209.153_8.992_nan,9.183899177684083e-05,0.0,0.0
4797,X59747_247.133_7.698_nan;MoNA:3475533 Dehydrocostus lactone,9.177206463401881e-05,0.0,0.0
5293,X64367_295.19_8.326_nan;B18A06_Vallartanone_B,9.168201020223231e-05,0.0,0.0
2193,X26399_428.154_4.321_nan,9.165781554721537e-05,0.0,0.0
4533,X57289_407.206_7.303_nan,9.159370946127371e-05,0.0,0.0
6160,X71293_377.232_9.346_nan,9.157792839407091e-05,0.0,0.0
1598,X17138_267.18_3.57_nan,9.154977240317353e-05,0.0,0.0
3459,X46131_444.223_6.081_nan,9.153346638675946e-05,0.0,0.0
5143,X62843_512.342_8.099_nan,9.150753960108651e-05,0.0,0.0
3235,X43229_321.226_5.809_nan,9.143649949784392e-05,0.0,0.0
3852,"X50438_284.185_6.595_nan;""6-aminododecanedioic acid, chloride CollisionEnergy:102040""",9.142835046526553e-05,0.0,0.0
150,X1037_211.152_0.663_nan,9.127661322234187e-05,0.0,0.0
445,X2880_296.135_1.297_nan,9.123291871123421e-05,0.0,0.0
5592,X66706_359.221_8.665_nan,9.116883906796485e-05,0.0,0.0
6508,X74500_245.226_9.715_nan;(.+/-.)-trans-Nerolidol - 30.0 eV,9.115414327626022e-05,0.0,0.0
7338,X81762_341.23_10.519_nan,9.112335876983081e-05,0.0,0.0
4446,X56543_337.164_7.283_nan,9.106082658373811e-05,0.0,0.0
780,X5905_238.107_2.307_nan,9.10340242707188e-05,0.0,0.0
2424,X30205_504.301_4.705_nan,9.102457081671187e-05,0.0,0.0
8027,"X87555_927.267_11.381_nan;(2S,3S,4S,5R,6R)-6-[[(3S,6aR,6bS,8aR,14bR)-9-hydroxy-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-5-[4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxyoxane-2-carboxylic acid",9.102418858993788e-05,0.0,0.0
5244,X63897_424.18_8.253_nan,9.097990166325931e-05,0.0,0.0
1504,X15859_272.185_3.448_nan,9.096421438901699e-05,0.0,0.0
8020,X87526_760.498_11.382_nan;MGDG (18:4/18:5),9.096104269518094e-05,0.0,0.0
3193,X42470_183.149_5.728_nan,9.085642606531611e-05,0.0,0.0
6595,X75229_396.289_9.793_nan,9.082879128578067e-05,0.0,0.0
2321,X28328_363.143_4.543_nan,9.078731754813354e-05,0.0,0.0
2455,X30775_411.165_4.671_nan,9.076608961533632e-05,0.0,0.0
2228,X26805_200.948_4.419_nan,9.07439668039559e-05,0.0,0.0
9075,X92379_659.385_13.07_nan,9.071364462828148e-05,0.0,0.0
3008,X39730_368.17_5.562_nan,9.066849156838067e-05,0.0,0.0
494,X3204_252.123_1.537_nan,9.066298654180919e-05,0.0,0.0
6996,X78887_267.172_10.185_Spectral Match to Tributyl phosphate from NIST14,9.064011827347021e-05,0.0,0.0
4591,X57855_349.164_7.454_nan,9.05587694586975e-05,0.0,0.0
9087,X92603_322.237_13.768_nan,9.055128532361033e-05,0.0,0.0
423,X2776_251.102_1.132_nan,9.052048109912657e-05,0.0,0.0
4042,X52738_261.148_6.818_nan,9.046550876209522e-05,0.0,0.0
768,X5720_291.133_2.272_nan,9.04527612855323e-05,0.0,0.0
926,X7557_321.153_2.548_nan,9.041447565424449e-05,0.0,0.0
5938,X69397_328.248_9.093_nan,9.036135661611459e-05,0.0,0.0
446,X2885_402.139_1.224_nan,9.032280021428975e-05,0.0,0.0
7535,X83516_322.273_10.712_nan,9.024015638057262e-05,0.0,0.0
6685,"X75982_329.174_9.878_nan;Massbank:NA003094 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one",9.022859879156197e-05,0.0,0.0
3955,X51748_426.239_6.713_nan,9.015569973915858e-05,0.0,0.0
1437,X15029_236.164_3.267_nan,9.014639269225267e-05,0.0,0.0
4195,X54166_556.347_6.986_nan,9.014626559926007e-05,0.0,0.0
2658,X34108_309.133_5.11_nan,9.011810460108662e-05,0.0,0.0
4172,X53977_512.369_6.969_nan,9.009394615985556e-05,0.0,0.0
8502,X89786_707.498_12.158_nan;Sarmentoside B,9.00700787300364e-05,0.0,0.0
6401,X73565_492.089_9.606_nan,8.999247915922078e-05,0.0,0.0
5087,X62334_301.182_8.035_nan,8.993941071868101e-05,0.0,0.0
2349,X28836_534.348_4.668_nan;Spectral Match to Decaethylene glycol from NIST14,8.992712660450891e-05,0.0,0.0
6984,"X78710_677.408_10.169_nan;NCGC00380799-01!5-[5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid",8.991383876634314e-05,0.0,0.0
7384,X82308_500.394_10.626_nan,8.989534030877165e-05,0.0,0.0
5242,X63868_295.153_8.245_nan,8.987548342223626e-05,0.0,0.0
4768,X59429_398.217_7.619_nan,8.987330321217952e-05,0.0,0.0
5806,"X68389_233.153_8.928_Massbank:NA003096 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one;NCGC00169769-02_C15H22O2_2-Naphthaleneacetic acid, 1,2,3,5,6,7,8,8a-octahydro-8,8a-dimethyl-alpha-methylene-, (2R,8S,8aR)-",8.984345188668507e-05,0.0,0.0
4954,X61149_415.232_7.885_nan,8.984192028879447e-05,0.0,0.0
4993,X61472_224.164_7.923_nan,8.981190474588287e-05,0.0,0.0
6647,X75656_359.221_9.846_nan,8.979420779666699e-05,0.0,0.0
186,X1378_199.997_0.724_nan,8.973274090909386e-05,0.0,0.0
4613,X58073_371.184_7.485_nan,8.969517456006847e-05,0.0,0.0
5335,X64646_584.342_8.36_nan,8.966534060798182e-05,0.0,0.0
4159,X53898_414.3_6.966_nan,8.962524198542551e-05,0.0,0.0
1,X4_167.154_0.474_nan,8.962280261870882e-05,0.0,0.0
7396,X82390_481.294_10.588_nan,8.956082074049487e-05,0.0,0.0
5761,"X67897_219.138_8.779_nan;1,3,6-trihydroxy-2-(3-methylbut-2-enyl)xanthen-9-one",8.95435795951466e-05,0.0,0.0
4495,X56915_247.133_7.444_nan,8.951578178288023e-05,0.0,0.0
3428,X45732_361.22_6.04_nan,8.949145860687588e-05,0.0,0.0
9014,X92182_804.575_12.984_nan,8.946960379127566e-05,0.0,0.0
2416,X30059_657.366_4.686_nan,8.938392407387584e-05,0.0,0.0
4928,X60916_349.201_7.869_nan,8.935276934079464e-05,0.0,0.0
4257,X54710_319.19_7.062_nan,8.932648050626121e-05,0.0,0.0
7692,X85134_333.214_10.744_nan,8.926171433453342e-05,0.0,0.0
2005,X23336_307.164_4.026_nan,8.92564483978767e-05,0.0,0.0
3668,"X48325_245.157_6.328_nan;Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14",8.925338716555196e-05,0.0,0.0
2452,X30701_314.159_4.67_nan,8.92046162577244e-05,0.0,0.0
4987,X61413_271.131_7.913_nan,8.919237217282795e-05,0.0,0.0
8926,X91859_774.609_12.851_nan,8.917408997500215e-05,0.0,0.0
8684,X90643_508.544_12.391_nan,8.916751358828365e-05,0.0,0.0
3659,X48263_377.159_6.328_nan,8.910176664021207e-05,0.0,0.0
462,X2990_323.123_1.556_nan,8.909265131855956e-05,0.0,0.0
931,X7586_223.116_2.554_nan,8.897179483531616e-05,0.0,0.0
1220,X11783_339.155_3.04_nan,8.895848192094508e-05,0.0,0.0
527,X3428_309.107_1.648_nan,8.894412841130232e-05,0.0,0.0
1635,X17605_281.149_3.616_nan,8.894312576855145e-05,0.0,0.0
1609,X17293_309.144_3.373_nan,8.892514759587555e-05,0.0,0.0
8662,X90534_694.495_12.367_nan;DG(20:4_18:0),8.891832058135318e-05,0.0,0.0
1208,X11544_363.164_3.017_nan,8.891203610544462e-05,0.0,0.0
2772,X36106_324.253_5.192_nan,8.890702280014763e-05,0.0,0.0
346,X2380_238.107_1.004_nan,8.889998508394243e-05,0.0,0.0
8492,X89741_695.498_12.187_nan;Sarmentoside B,8.88718805091871e-05,0.0,0.0
1194,X11397_270.191_2.996_nan;Spectral Match to Hexaethylene glycol from NIST14,8.88500806369808e-05,0.0,0.0
5402,X65108_392.217_8.425_nan,8.880173757598352e-05,0.0,0.0
4820,X59940_436.981_7.724_nan,8.875159264213778e-05,0.0,0.0
4730,X59074_381.191_7.607_nan,8.87498992470575e-05,0.0,0.0
7991,X87388_460.293_11.333_nan,8.857222646360199e-05,0.0,0.0
1982,X22996_395.17_4.092_nan,8.851504519859274e-05,0.0,0.0
26,X112_216.951_0.549_nan,8.845888248950526e-05,0.0,0.0
1189,X11330_381.117_2.99_nan,8.845064065165345e-05,0.0,0.0
3001,X39672_702.785_5.513_nan,8.843415638654086e-05,0.0,0.0
4149,X53825_224.237_6.953_nan,8.839254360251568e-05,0.0,0.0
7856,X86493_429.318_11.113_nan,8.835811166430124e-05,0.0,0.0
7608,X84165_537.319_10.723_nan,8.828826485923753e-05,0.0,0.0
7277,X81290_711.433_10.453_nan,8.822130362724452e-05,0.0,0.0
9091,"X92651_172.956_14.611_nan;""6-methoxypurine, oxamethane CollisionEnergy:205060""",8.82137647626529e-05,0.0,0.0
1142,X10606_353.123_2.91_nan,8.819040349407178e-05,0.0,0.0
5915,X69246_336.289_9.084_nan,8.809519735913769e-05,0.0,0.0
3169,X42153_414.175_5.713_nan,8.804422172783741e-05,0.0,0.0
7079,X79664_498.379_10.263_nan,8.796770957640415e-05,0.0,0.0
36,X151_413.925_0.547_nan,8.796624608183348e-05,0.0,0.0
354,X2432_312.164_1.105_nan,8.789893370506127e-05,0.0,0.0
3006,X39715_238.165_5.514_nan,8.787904622402937e-05,0.0,0.0
8720,X90829_1137.742_12.496_nan,8.784891063136741e-05,0.0,0.0
904,X7286_229.105_2.517_nan,8.781033851892355e-05,0.0,0.0
7800,X86093_305.247_11.015_nan,8.776763358446036e-05,0.0,0.0
4233,"X54441_327.18_7.024_nan;5,7-dihydroxy-4-(1-hydroxypropyl)-6-(3-methylbut-2-en-1-yl)-8-(3-methylbutanoyl)-2H-chromen-2-one",8.769322080548978e-05,0.0,0.0
9047,X92293_586.431_13.029_nan,8.765064129804379e-05,0.0,0.0
9001,X92149_403.299_12.967_nan,8.761728212010146e-05,0.0,0.0
5064,X62154_356.279_8.012_nan,8.760493123474487e-05,0.0,0.0
3592,X47695_239.128_6.285_nan,8.751421490273508e-05,0.0,0.0
7630,X84337_600.416_10.795_nan;Spectral Match to Undecaethylene glycol from NIST14,8.749780862179601e-05,0.0,0.0
3109,X41450_263.127_5.662_nan,8.744381773761185e-05,0.0,0.0
8318,X88923_536.165_11.832_Contaminants septum vial Thermo C4000-53 and C4000-54 serie,8.741909050549155e-05,0.0,0.0
2831,X36973_474.285_5.282_nan,8.736399754403672e-05,0.0,0.0
1442,X15117_358.149_3.292_nan,8.736307415544662e-05,0.0,0.0
4529,X57265_398.217_7.244_nan,8.725483700283041e-05,0.0,0.0
1995,X23177_423.164_4.377_nan,8.721301803657085e-05,0.0,0.0
6503,X74464_672.489_9.707_nan,8.720376544047167e-05,0.0,0.0
5790,X68245_431.242_8.904_nan,8.718851417465804e-05,0.0,0.0
5191,X63242_253.143_8.193_nan;Curcumenol,8.714864487385767e-05,0.0,0.0
4979,X61366_269.199_7.914_nan,8.71482566229443e-05,0.0,0.0
8823,X91297_554.477_12.62_nan,8.711343350422621e-05,0.0,0.0
560,X3594_182.138_1.758_nan,8.710455931712708e-05,0.0,0.0
3070,X40762_377.159_5.652_nan,8.710237153645343e-05,0.0,0.0
2086,X24498_456.186_4.175_nan,8.703996009227176e-05,0.0,0.0
3919,X51350_297.169_6.661_nan,8.700603571555894e-05,0.0,0.0
7259,X81170_536.394_10.439_nan,8.688002145534374e-05,0.0,0.0
4416,X56262_306.185_7.256_nan,8.681879876728663e-05,0.0,0.0
6668,X75814_375.252_9.852_nan,8.670561498931089e-05,0.0,0.0
5009,X61639_342.279_7.945_nan,8.668574180537673e-05,0.0,0.0
5570,X66518_265.143_8.638_nan,8.668215402061737e-05,0.0,0.0
2352,X28862_182.19_4.693_nan,8.666335725029444e-05,0.0,0.0
8832,X91351_564.395_12.641_nan,8.666060036174716e-05,0.0,0.0
3072,X40855_295.153_5.599_nan,8.664010956499031e-05,0.0,0.0
3985,X52025_452.16_6.739_nan,8.661616311431832e-05,0.0,0.0
99,X586_296.185_0.647_nan,8.658525259483686e-05,0.0,0.0
254,X1727_215.089_0.828_nan,8.657592427526627e-05,0.0,0.0
8928,X91872_207.017_12.88_nan,8.648159795314128e-05,0.0,0.0
4006,X52324_456.28_6.771_nan,8.642806521078063e-05,0.0,0.0
7455,X82786_445.294_10.626_nan,8.639077224639348e-05,0.0,0.0
5129,X62659_349.201_8.085_nan,8.634911174776288e-05,0.0,0.0
1710,X18816_388.16_3.61_nan;Spectral Match to Nonaethylene glycol from NIST14,8.633832672817015e-05,0.0,0.0
1568,X16734_393.21_3.532_nan,8.629443161965957e-05,0.0,0.0
5145,"X62855_249.148_8.131_NCGC00385922-01_C15H20O3_(2R,5S,9R,12R)-13,13-Dimethyl-7-oxatetracyclo[7.5.0.0~1,5~.0~2,12~]tetradecane-4,8-dione;4-O-Methylphloracetophenone",8.627140146078793e-05,0.0,0.0
736,X5261_280.117_2.192_nan,8.626648014833533e-05,0.0,0.0
8232,X88519_773.273_11.718_nan;Spectral Match to 1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine from NIST14,8.625177390024754e-05,0.0,0.0
492,X3186_281.149_1.606_nan,8.623038569108867e-05,0.0,0.0
4901,X60699_305.174_7.766_nan,8.619494561379622e-05,0.0,0.0
7131,X80076_348.274_10.312_nan,8.612711948365943e-05,0.0,0.0
2801,X36546_229.141_5.239_nan,8.611799383162502e-05,0.0,0.0
4840,X60059_496.342_7.78_nan,8.610702879159561e-05,0.0,0.0
5291,X64350_571.329_8.322_nan,8.608203533401767e-05,0.0,0.0
1006,X8610_228.17_2.684_nan,8.606181459709384e-05,0.0,0.0
2059,X24070_330.154_4.149_nan,8.604877423961678e-05,0.0,0.0
4385,X56013_325.164_7.221_nan,8.602308126072376e-05,0.0,0.0
6196,X71654_399.238_9.396_nan,8.59761222550396e-05,0.0,0.0
6482,X74294_319.186_9.688_nan,8.59266708726909e-05,0.0,0.0
6307,X72774_659.385_9.509_nan,8.580317586098915e-05,0.0,0.0
5675,X67267_430.295_8.751_nan,8.574707740217823e-05,0.0,0.0
7355,X81974_365.268_10.54_nan;Spectral Match to Pinolenic acid from NIST14,8.565035413520999e-05,0.0,0.0
582,X3723_266.175_1.946_nan,8.56337516938391e-05,0.0,0.0
7365,X82133_212.201_10.555_nan,8.556516995473317e-05,0.0,0.0
4271,X54832_239.164_7.079_nan,8.556358421792365e-05,0.0,0.0
1819,X20340_219.113_3.861_nan,8.554450437088373e-05,0.0,0.0
8307,X88864_552.462_11.811_nan,8.551983450792669e-05,0.0,0.0
1190,X11344_253.164_2.985_nan;cyclo(tyrosyl-prolyl),8.55134473609877e-05,0.0,0.0
4518,X57131_511.29_7.362_nan,8.550640231536238e-05,0.0,0.0
772,X5764_166.05_2.279_nan,8.546325429269899e-05,0.0,0.0
5482,X65766_233.117_8.529_Spectral Match to Dihydrokavain from NIST14,8.546122379747697e-05,0.0,0.0
7558,X83741_452.518_10.746_nan,8.544757832342987e-05,0.0,0.0
8913,X91750_586.431_12.791_nan,8.537135633788995e-05,0.0,0.0
1370,X14031_404.249_3.273_nan,8.530499162783533e-05,0.0,0.0
8601,X90232_596.488_12.267_nan,8.528623205116169e-05,0.0,0.0
1952,X22594_252.086_4.062_nan,8.525438243567087e-05,0.0,0.0
5216,X63572_430.295_8.207_nan,8.518142612451695e-05,0.0,0.0
6499,"X74428_349.237_9.689_nan;Spectral Match to Monolinolenin (9c,12c,15c) from NIST14",8.513871741033648e-05,0.0,0.0
6336,X73007_572.436_9.628_nan,8.5122669905368e-05,0.0,0.0
1894,X21685_249.159_3.952_nan,8.505728070318694e-05,0.0,0.0
6521,X74621_458.347_9.727_nan,8.501527415656072e-05,0.0,0.0
2601,X33073_293.149_4.652_nan;NCGC00380781-01_C15H20N2O5_,8.498142415050579e-05,0.0,0.0
3304,X44149_312.216_5.88_nan,8.49585235465178e-05,0.0,0.0
2371,X29198_562.306_4.617_nan,8.494916514165143e-05,0.0,0.0
8124,"X88093_1129.315_11.697_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-10-acetyloxy-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",8.488111961038696e-05,0.0,0.0
7009,X79005_455.344_10.195_nan,8.477411451259048e-05,0.0,0.0
4009,X52371_382.185_6.779_nan,8.469857411932158e-05,0.0,0.0
6313,X72800_546.293_9.505_nan,8.467506133000889e-05,0.0,0.0
5804,X68350_450.269_8.923_nan,8.463455789050317e-05,0.0,0.0
2423,X30178_383.17_4.696_nan,8.461535007623318e-05,0.0,0.0
7851,X86471_393.278_11.015_nan,8.458347576172984e-05,0.0,0.0
3926,X51409_400.233_6.654_nan,8.457822382464349e-05,0.0,0.0
251,X1700_319.1_0.854_nan,8.457547287663265e-05,0.0,0.0
1920,X22085_479.314_4.015_nan;Spectral Match to Nonaethylene glycol from NIST14,8.451053508127642e-05,0.0,0.0
332,X2270_367.113_1.039_nan,8.447979098775395e-05,0.0,0.0
238,X1645_228.084_0.839_nan,8.44757654275119e-05,0.0,0.0
599,X3819_280.154_1.996_nan,8.444382911147458e-05,0.0,0.0
6881,X77679_375.216_10.058_nan,8.442285475009657e-05,0.0,0.0
6778,X76764_483.273_9.889_nan;PE(16:1/0:0); [M+H]+ C21H43N1O7P1,8.439627074885957e-05,0.0,0.0
7805,X86117_708.511_11.049_nan,8.437516094017559e-05,0.0,0.0
294,X2014_338.18_0.9_nan,8.437488235356788e-05,0.0,0.0
4150,X53837_323.185_6.956_nan,8.429823354037465e-05,0.0,0.0
6069,X70537_625.376_9.254_nan,8.425640954479288e-05,0.0,0.0
7115,X79945_522.355_10.289_PC(0:0/18:1); [M+H]+ C26H53N1O7P1;Spectral Match to HEPC from NIST14,8.424707192854795e-05,0.0,0.0
607,X3907_265.118_1.85_nan;Dehydrocostus lactone CollisionEnergy:102040,8.423761107250977e-05,0.0,0.0
2247,X27042_323.148_4.434_nan,8.418112420132772e-05,0.0,0.0
2479,X31172_302.211_4.782_nan,8.415321501609676e-05,0.0,0.0
4951,X61126_253.143_7.85_nan,8.400082437679682e-05,0.0,0.0
8933,X91895_800.603_12.788_nan;DGCC (42:11),8.396988730525626e-05,0.0,0.0
3177,X42243_269.174_5.725_nan,8.395749740794554e-05,0.0,0.0
1849,X20809_421.205_3.904_nan,8.390657575209515e-05,0.0,0.0
7931,X87046_501.32_11.238_nan,8.386291576969593e-05,0.0,0.0
1520,X16097_314.232_3.47_nan,8.380712942061354e-05,0.0,0.0
3253,X43433_295.153_5.836_nan,8.379356005638625e-05,0.0,0.0
6234,X72038_275.164_9.509_nan,8.371506367896195e-05,0.0,0.0
6753,X76622_426.342_9.947_nan;Spectral Match to Nonaethylene glycol from NIST14,8.363992838721529e-05,0.0,0.0
5697,X67426_317.21_8.772_nan,8.35700646333613e-05,0.0,0.0
8542,X89951_363.077_11.965_nan,8.352745489427093e-05,0.0,0.0
540,X3490_252.159_1.537_nan,8.350351713255184e-05,0.0,0.0
8429,"X89475_922.29_12.022_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",8.348633735185123e-05,0.0,0.0
5193,"X63276_225.148_8.155_nan;methyl (3S)-11-hydroxy-6-methyl-3-(propan-2-yl)-2,12-dioxatricyclo[6.3.1.0�,?]dodec-9-ene-9-carboxylate",8.335155932059561e-05,0.0,0.0
3632,X48028_487.316_6.291_nan,8.334463077067879e-05,0.0,0.0
1465,X15324_297.19_3.391_nan,8.330645227734202e-05,0.0,0.0
8882,X91559_773.273_12.712_nan,8.329482468368181e-05,0.0,0.0
1248,X12232_404.155_3.07_nan,8.323706455091748e-05,0.0,0.0
1962,X22696_314.159_4.021_nan;NCGC00381248-01!4-oxododecanedioic acid,8.306540676769504e-05,0.0,0.0
8296,X88785_572.415_11.81_nan,8.30642934066113e-05,0.0,0.0
3859,X50508_484.217_6.573_nan,8.304152636964278e-05,0.0,0.0
6267,X72425_532.327_9.475_nan,8.301693549201926e-05,0.0,0.0
873,X6917_226.165_2.467_nan,8.296332171524158e-05,0.0,0.0
5855,X68744_479.263_8.985_nan,8.293396590799977e-05,0.0,0.0
7820,X86217_732.468_11.064_nan,8.290760565708537e-05,0.0,0.0
8780,X91129_1070.326_12.533_Contaminant vial septum ThermoFisher C5000-44B,8.281458836547465e-05,0.0,0.0
